,educ,docc03,wageotc,count,wbhaom,female,region,age,citistat
1296,Some college,Transportation and material moving occupations,18.605180825215648,72422.23828125,Hispanic,Male,Northeast,25-35 yr,"Native, born in US"
1297,College,Office and administrative support occupations,31.702700317685423,588526.4340820312,White,Female,Northeast,35-45 yr,"Native, born in US"
1298,High school,Food preparation and serving related occupations,18.0,14625.017578125,Asian,Female,Northeast,65+ yr,"Foreign born, naturalized US citizen"
1299,Some college,Healthcare support occupations,13.014069492545492,36673.3017578125,Hispanic,Female,Northeast,35-45 yr,"Native, born in US"
1300,Advanced,Legal occupations,84.36345999673772,212705.52563476562,White,Male,Northeast,45-55 yr,"Native, born in US"
1301,Some college,"Arts, design, entertainment, sports, and media occupations",36.147929897087536,97633.97509765625,White,Male,Northeast,45-55 yr,"Native, born in US"
1302,High school,Management occupations,43.27132411814072,486149.0303955078,White,Male,Northeast,45-55 yr,"Native, born in US"
1303,High school,Office and administrative support occupations,23.162339379016643,773592.2796630859,White,Female,Northeast,45-55 yr,"Native, born in US"
1304,Some college,Transportation and material moving occupations,19.625637767157066,533743.6890869141,White,Male,Northeast,25-35 yr,"Native, born in US"
1305,Advanced,Management occupations,66.29768678967646,975206.7830810547,White,Male,Northeast,45-55 yr,"Native, born in US"
1306,College,Healthcare practitioner and technical occupations,44.15261928951467,672672.3336181641,White,Female,Northeast,35-45 yr,"Native, born in US"
1307,High school,Transportation and material moving occupations,26.278585076715018,926110.1247558594,White,Male,Northeast,55-65 yr,"Native, born in US"
1308,High school,Production occupations,18.907769114890925,112418.56555175781,White,Female,Northeast,45-55 yr,"Native, born in US"
1309,Some college,Transportation and material moving occupations,27.60827950161548,226493.72680664062,White,Male,Northeast,45-55 yr,"Native, born in US"
1310,Some college,"Installation, maintenance, and repair occupations",23.546838279085986,210339.96655273438,White,Male,Northeast,<25 yr,"Native, born in US"
1311,High school,Transportation and material moving occupations,15.146440505799571,117149.09936523438,White,Female,Northeast,45-55 yr,"Native, born in US"
1312,High school,Computer and mathematical science occupations,46.46382304032055,34449.83447265625,White,Female,Northeast,45-55 yr,"Native, born in US"
1313,High school,Office and administrative support occupations,15.380460431383012,69289.56689453125,Black,Male,Northeast,<25 yr,"Native, born in US"
1314,College,"Education, training, and library occupations",72.11524963378906,20384.4375,Black,Female,Northeast,<25 yr,"Native, born in US"
1315,Advanced,"Education, training, and library occupations",44.889825113201134,1570336.884399414,White,Female,Northeast,45-55 yr,"Native, born in US"
1316,High school,Production occupations,18.61048893242215,58114.7880859375,Asian,Male,Northeast,35-45 yr,"Foreign born, naturalized US citizen"
1317,High school,Personal care and service occupations,19.501306112987187,115731.0859375,Asian,Female,Northeast,35-45 yr,"Foreign born, naturalized US citizen"
1318,Less than high school,Production occupations,14.0,10032.02734375,White,Female,Northeast,25-35 yr,"Native, born in US"
1319,Less than high school,Construction and extraction occupations,27.78148918397071,112221.83251953125,White,Male,Northeast,35-45 yr,"Native, born in US"
1320,College,Production occupations,9.5,9507.66796875,Asian,Male,Northeast,<25 yr,"Native, born in US"
1321,College,Office and administrative support occupations,29.598932737653758,138143.384765625,Asian,Female,Northeast,25-35 yr,"Native, born in US"
1322,Some college,Healthcare practitioner and technical occupations,28.245415327360273,528832.0266113281,White,Female,Northeast,25-35 yr,"Native, born in US"
1323,Some college,Construction and extraction occupations,31.89040293674296,75447.2197265625,Hispanic,Male,Northeast,25-35 yr,"Native, born in US"
1324,High school,Food preparation and serving related occupations,31.937580360403864,17963.55078125,Hispanic,Female,Northeast,35-45 yr,"Native, born in US"
1325,Some college,Architecture and engineering occupations,45.40377089551184,179843.576171875,White,Male,Northeast,55-65 yr,"Native, born in US"
1326,College,Sales and related occupations,47.126207509308465,580932.6706542969,White,Male,Northeast,55-65 yr,"Native, born in US"
1327,College,Healthcare practitioner and technical occupations,49.16987625364842,765849.1910400391,White,Female,Northeast,55-65 yr,"Native, born in US"
1328,High school,Personal care and service occupations,20.748650729296976,195150.39111328125,White,Female,Northeast,25-35 yr,"Native, born in US"
1329,Advanced,"Education, training, and library occupations",50.594791867555244,593528.8571777344,White,Male,Northeast,55-65 yr,"Native, born in US"
1330,College,Protective service occupations,37.375870125797285,446732.7341308594,White,Male,Northeast,25-35 yr,"Native, born in US"
1331,College,Healthcare practitioner and technical occupations,48.07666778564453,9738.642578125,White,Female,Northeast,25-35 yr,"Native, born abroad with American parent(s)"
1332,Less than high school,Construction and extraction occupations,20.52539473400488,36638.7822265625,Hispanic,Male,Northeast,<25 yr,"Foreign born, naturalized US citizen"
1333,High school,Production occupations,39.35494397655297,68846.0390625,White,Male,Northeast,45-55 yr,"Foreign born, not a US citizen"
1334,Some college,Healthcare practitioner and technical occupations,27.389101516381913,130658.28552246094,White,Female,Northeast,65+ yr,"Native, born in US"
1335,High school,Transportation and material moving occupations,21.975259623423202,222732.24291992188,White,Female,Northeast,55-65 yr,"Native, born in US"
1336,Some college,Management occupations,32.564229621379646,36483.3193359375,Multiple races,Female,Northeast,35-45 yr,"Native, born in US"
1337,Less than high school,Production occupations,12.547604224648955,31991.8408203125,Hispanic,Male,Northeast,<25 yr,"Native, born in US"
1338,High school,Sales and related occupations,20.01022073392947,409288.8981933594,White,Female,Northeast,45-55 yr,"Native, born in US"
1339,High school,Building and grounds cleaning and maintenance occupations,13.491517883219347,134274.3134765625,Hispanic,Female,Northeast,35-45 yr,"Foreign born, not a US citizen"
1340,Some college,Sales and related occupations,13.838727843023515,858252.3067626953,White,Female,Northeast,<25 yr,"Native, born in US"
1341,High school,Sales and related occupations,17.395056988477023,113302.9169921875,Hispanic,Male,Northeast,25-35 yr,"Native, born in US"
1342,College,Architecture and engineering occupations,44.47601898832322,303784.7590332031,White,Male,Northeast,45-55 yr,"Native, born in US"
1343,College,Management occupations,63.24169764411172,734964.5087890625,White,Female,Northeast,55-65 yr,"Native, born in US"
1344,Some college,Production occupations,49.400001525878906,9154.734375,Asian,Male,Northeast,25-35 yr,"Foreign born, not a US citizen"
1345,Less than high school,Production occupations,11.0,9995.916015625,Asian,Male,Northeast,55-65 yr,"Foreign born, not a US citizen"
1346,Less than high school,Production occupations,12.0,11994.2978515625,Asian,Female,Northeast,65+ yr,"Foreign born, not a US citizen"
1347,Less than high school,Food preparation and serving related occupations,13.888074073738323,33105.990234375,White,Male,Northeast,55-65 yr,"Native, born in US"
1348,College,Business and financial operations occupations,71.37717569917174,599513.6218261719,White,Male,Northeast,45-55 yr,"Native, born in US"
1349,College,Management occupations,47.762351943670076,1172396.6655273438,White,Female,Northeast,45-55 yr,"Native, born in US"
1350,College,Sales and related occupations,23.774710287764503,391742.67578125,White,Male,Northeast,<25 yr,"Native, born in US"
1351,High school,Management occupations,24.87318088584702,288157.7510986328,White,Male,Northeast,25-35 yr,"Native, born in US"
1352,College,Management occupations,58.81411473600303,1321732.1276855469,White,Male,Northeast,35-45 yr,"Native, born in US"
1353,Advanced,"Education, training, and library occupations",41.80734273067088,1717664.2182617188,White,Female,Northeast,35-45 yr,"Native, born in US"
1354,Some college,Business and financial operations occupations,36.0090173077967,302806.9631347656,White,Female,Northeast,55-65 yr,"Native, born in US"
1355,High school,Business and financial operations occupations,32.63800391109423,197886.66528320312,White,Female,Northeast,45-55 yr,"Native, born in US"
1356,High school,Healthcare practitioner and technical occupations,14.960026585996253,110024.46655273438,White,Female,Northeast,<25 yr,"Native, born in US"
1357,High school,Production occupations,25.803577145526,772235.15625,White,Male,Northeast,45-55 yr,"Native, born in US"
1358,College,Sales and related occupations,43.59621122948844,101883.40014648438,White,Female,Northeast,65+ yr,"Native, born in US"
1359,College,Construction and extraction occupations,46.933041017689064,91062.69873046875,White,Male,Northeast,55-65 yr,"Native, born in US"
1360,Advanced,Architecture and engineering occupations,84.57978731945155,154784.31787109375,White,Male,Northeast,55-65 yr,"Native, born in US"
1361,Some college,Office and administrative support occupations,26.64730413101146,1066114.359741211,White,Female,Northeast,45-55 yr,"Native, born in US"
1362,Some college,Construction and extraction occupations,31.7452378350987,291901.93994140625,White,Male,Northeast,45-55 yr,"Native, born in US"
1363,Some college,Management occupations,36.28613105691721,434964.1375732422,White,Female,Northeast,45-55 yr,"Native, born in US"
1364,Some college,Business and financial operations occupations,31.059320783576496,241930.1336669922,White,Female,Northeast,45-55 yr,"Native, born in US"
1365,College,Management occupations,68.52918757662746,1165355.5441894531,White,Male,Northeast,45-55 yr,"Native, born in US"
1366,College,Management occupations,79.04588955858237,1118883.2416992188,White,Male,Northeast,55-65 yr,"Native, born in US"
1367,High school,Transportation and material moving occupations,24.14421965678566,462865.7977294922,White,Male,Northeast,65+ yr,"Native, born in US"
1368,College,Community and social service occupations,34.588018451002014,38992.50537109375,White,Male,Northeast,45-55 yr,"Native, born in US"
1369,Some college,"Education, training, and library occupations",15.717683819011468,364338.45458984375,White,Female,Northeast,<25 yr,"Native, born in US"
1370,College,"Education, training, and library occupations",31.770220364180382,650465.9792480469,White,Female,Northeast,45-55 yr,"Native, born in US"
1371,High school,Office and administrative support occupations,23.959068463762215,187766.93115234375,White,Male,Northeast,45-55 yr,"Native, born in US"
1372,Some college,Office and administrative support occupations,19.87086105236649,834640.9729003906,White,Female,Northeast,25-35 yr,"Native, born in US"
1373,High school,Transportation and material moving occupations,21.91858984802834,36321.798828125,Hispanic,Male,Northeast,45-55 yr,"Native, born in US"
1374,High school,Sales and related occupations,16.208745933955665,153892.779296875,Hispanic,Female,Northeast,<25 yr,"Native, born in US"
